name,checked_synonym,accepted_name,author
Lavandula Stoochas L.,Lavandula,Lavandula,L.
Lavandula 'Jean Davis',Lavandula,Lavandula,L.
Lavatera acerifolia Cav.,Lavatera acerifolia,Malva acerifolia,(Cav.) Alef.
Laxmannia sessilifiora Dcne.,Laxmannia sessiliflora,Laxmannia sessiliflora,Decne.
Laxmannia sessiliflora Dcne.,Laxmannia sessiliflora,Laxmannia sessiliflora,Decne.
Leea manillensis Walp.,Leea manillensis,Leea manillensis,Walp.
Leipoldtia britteniae L.Bol.,Leipoldtia britteniae,Leipoldtia schultzei,(Schltr. & Diels) Friedrich
Lemaireocereus humilis Br. & R.,Lemaireocereus humilis,Stenocereus humilis,(Britton & Rose) D.R.Hunt
Lemaireocereus montanus Br.& R.,Lemaireocereus montanus,Stenocereus montanus,(Britton & Rose) Buxb.
Lemna minima,Lemna minima,Lemna minuta,Kunth
Lenophyllum cf. reflexum White,Lenophyllum,Lenophyllum,Rose
Leonotis dysophylla Benth.,Leonotis dysophylla,Leonotis ocymifolia var. raineriana,(Vis.) Iwarsson
Leonotis laxifolia MacOwan,Leonotis laxifolia,Leonotis ocymifolia var. raineriana,(Vis.) Iwarsson
Leontopodium leontopodicides (Willd. ) Beauv.,Leontopodium leontopodioides,Leontopodium leontopodioides,(Willd.) Beauverd
Lepanthes Hepanthea,Lepanthes meganthera,Lepanthes meganthera,Luer & Hirtz
Pleurothallio- Lepanthes,Pleurothallis leptantha,Specklinia leptantha,(Schltr.) Luer
Lepanthes elata Reichb.f,Lepanthes elata,Lepanthes elata,Rchb.f.
Lepanthes lindleyana Rchb. f.,Lepanthes lindleyana,Lepanthes lindleyana,Oerst. & Rchb.f.
Lepanthes microglottis Schltr.,Lepanthes microglottis,Lepanthes microglottis,Schltr.
Lepanthes turialvae Rchb. f.,Lepanthes turialvae,Lepanthes turialvae,Rchb.f.
Leptodactylon pungens (Torr.)Rydb. ssp. pulchriflorum (Brand) Mason,Leptodactylon pungens subsp. pulchriflorum,Linanthus pungens subsp. pulchriflorus,(Brand) J.M.Porter & R.Patt.
Leptospermum citratum,Leptospermum citratum,Leptospermum petersonii,F.M.Bailey
Leptospermum coriaceum (F.Muell.exMiq.) Cheel,Leptospermum coriaceum,Gaudium coriaceum,(F.Muell.) Peter G.Wilson
Leptospermum pubescens Lam.,Leptospermum pubescens,Leptospermum lanigerum,(Aiton) Sm.
Leptospermum rotundi folium J.R. & G. Frost,Leptospermum,Leptospermum,J.R.Forst. & G.Forst.
Leontice ewersmanii Bunge,Leontice ewersmannii,Leontice ewersmannii,Bunge
Leptadenia aphylla (=Socotora),Leptadenia,Leptadenia,R.Br.
Leptorhynchos squamatus Less.,Leptorhynchos squamatus,Leptorhynchos squamatus,(Labill.) Less.
Lepismium cruciformis (Vell.) Miqu. var. anceps (Web.) Backbg.,Lepismium cruciforme var. anceps,Lepismium cruciforme,(Vell.) Miq.
Lepyrodia scariosa R. Br.,Lepyrodia scariosa,Lepyrodia scariosa,R.Br.
Leschenaultia divaricata,Leschenaultia divaricata,Leschenaultia divaricata,F.Muell.
Leschenaultia floribunda Benth.,Leschenaultia floribunda,Leschenaultia floribunda,Benth.
Leschenaultia formosa R. Br.,Leschenaultia formosa,Leschenaultia formosa,R.Br.
Leschenaultia hirsuta F.Muell.,Leschenaultia hirsuta,Leschenaultia hirsuta,F.Muell.
Lessingia germanorum Cham. var. lemmonii (Gray)Howell,Lessingia germanorum var. lemmonii,Lessingia glandulifera var. glandulifera,
Lessingia hololeuca Greene,Lessingia hololeuca,Lessingia hololeuca,Greene
Leucadendron abietinum R. Br.,Leucadendron abietinum,Leucadendron teretifolium,(Andrews) I.Williams
Leucadendron adscendens,Leucadendron adscendens,Leucadendron salignum,P.J.Bergius
Leucadendron comosum,Leucadendron comosum,Leucadendron comosum,R.Br.
Leucadendron decorum R. Br.,Leucadendron decorum,Leucadendron laureolum,(Lam.) Fourc.
Leucadendron imbricatum R. Brown,Leucadendron imbricatum,Leucadendron stellare,(Sims) R.Br. ex Steud.
Leucadendron nervosum Phillips & Hutchinson,Leucadendron nervosum,Leucadendron nervosum,E.Phillips & Hutch.
Leucadendron plumosum R. Br.,Leucadendron plumosum,Leucadendron rubrum,Burm.f.
Leucadendron sabulosum Salter,Leucadendron sabulosum,Leucadendron coniferum,(L.) Sieber ex Meisn.
Leucadendron strictum R. Brown,Leucadendron strictum,Leucadendron salicifolium,(Salisb.) I.Williams
Leucadendron tortum R. Br.,Leucadendron tortum,Leucadendron linifolium,(Jacq.) R.Br.
Leucadendron uliginosum,Leucadendron uliginosum,Leucadendron uliginosum,R.Br.
Leucadendron venosum R. Brown,Leucadendron venosum,Leucadendron daphnoides,Meisn.
Leucaena glauca,Leucaena glauca,Acaciella glauca,(L.) L.Rico
Leuceria suaveolens Skotts.,Leucheria suaveolens,Leucheria suaveolens,(d'Urv.) Speg.
Leucocrium Montanum Nutt.,Leucocrinum,Leucocrinum,Nutt. ex A.Gray
Leucogenes grandiceps (Hook. f.)Beauverd,Leucogenes grandiceps,Leucogenes grandiceps,(Hook.f.) Beauverd
Leucopogon albicaulis (Br.& G.) Staumer,Leucopogon albicans,Cyathopsis albicans,(Brongn. & Gris) Quinn
Leucopogon cordifolius Lindl.,Leucopogon cordifolius,Styphelia cordifolia,(Lindl.) F.Muell.
Leucopogon gunnii Sond.,Leucopogon,Leucopogon,R.Br.
Leucopogon juniperinus R.Br.,Leucopogon juniperinus,Styphelia sieberi,"(DC.) Hislop, Crayn & Puente-Lel."
Leucopogon rufus Lindl.,Leucopogon rufus,Styphelia rufa,(Lindl.) F.Muell.
Leucospermum al bum Bond.,Leucospermum,Leucospermum,R.Br.
Leucospermum catherinae Compton,Leucospermum catherinae,Leucospermum catherinae,Compton
Leucospermum conocarpum R. Brown,Leucospermum conocarpum,Leucospermum conocarpodendron subsp. conocarpodendron,
Fourc. Leucospermum cordifolium (Clone 'F')(Knight) Fourc.,Leucospermum,Leucospermum,R.Br.
Leucospermum cordifolium (Clone 'E') (Knight)Fourc.,Leucospermum,Leucospermum,R.Br.
Leucospermum crinitum R. Br.,Leucospermum crinitum,Leucospermum oleifolium,(P.J.Bergius) R.Br.
Leucospermum nutans R. Brown,Leucospermum nutans,Leucospermum cordifolium,(Salisb. ex Knight) Fourc.
Leucospermum patersonia,Leucospermum patersonii,Leucospermum patersonii,E.Phillips
Lewisia finchae Purdy,Lewisia finchae,Lewisia cotyledon var. cotyledon,
Lewisia kelloggii K. Bdg.,Lewisia kelloggii,Lewisia kelloggii,K.Brandegee
Lewisia pygmaea (Gray) Rob. ssp. glandulosa (Rydb.)Ferris,Lewisia pygmaea subsp. glandulosa,Lewisia glandulosa,(Rydb.) S.Clay
"Liabum excelsum Blake det. R. 1965, at US.",Liabum excelsum,Ferreyranthus excelsus,(Poepp.) H.Rob. & Brettell
Liabum hieracioides (HBK.) Less.,Liabum hieracioides,Chrysactinium hieracioides,(Kunth) H.Rob. & Brettell
"Liabum wurdackii Ferreyra    det. R. Ferreyra, 1965, at US",Liabum wurdackii,Paranephelius ovatus,Wedd.
Liatris elegans Willd.,Liatris elegans,Liatris elegans,(Walter) Michx.
Ligustrum mollisculum Hance,Ligustrum molliculum,Ligustrum leucanthum,(S.Moore) P.S.Green
Lilium cathayanse Wils.,Lilium cathayanum,Cardiocrinum cathayanum,(E.H.Wilson) Stearn
Lilium chalcedonicum (L.),Lilium chalcedonicum,Lilium chalcedonicum,L.
Lilium giganteum Wall.,Lilium giganteum,Cardiocrinum giganteum,(Wall.) Makino
Lilium Kelleyanum Lemmon,Lilium,Lilium,Tourn. ex L.
Lilium kesselringianum Mishchenko,Lilium kesselringianum,Lilium kesselringianum,Miscz.
Lilium michigan ense Farw.,Lilium,Lilium,Tourn. ex L.
Lilium ? aff. monadelphum Bieb. Fl. Taur.,Lilium,Lilium,Tourn. ex L.
Lilium pardalinum Kellogg (var. giganteum?,Lilium pardalinum var. giganteum,Lilium pardalinum subsp. pardalinum,
Lilium parvum Kell. var. or sp. nov.,Lilium,Lilium,Tourn. ex L.
Lilium parvum Kell. var. luteum,Lilium parvum var. luteum,Lilium pardalinum subsp. shastense,(Eastw.) M.W.Skinner
Lilium pitkinense Beane & Vollmer,Lilium pitkinense,Lilium pardalinum subsp. pitkinense,(Beane & Vollmer) M.W.Skinner
Lilium speciosum Thunb. var. gloriosoides Baker,Lilium speciosum var. gloriosoides,Lilium speciosum var. gloriosoides,Baker
Lilium Vollmeri Eastw.,Lilium,Lilium,Tourn. ex L.
Limmanthes douglasii R. Br. var. nivea Mason,Limnanthes douglasii var. nivea,Limnanthes douglasii subsp. nivea,(C.T.Mason) C.T.Mason
Limnanthes douglasii R. Br. var. rosea (Hartw.) C.T. Mason,Limnanthes douglasii var. rosea,Limnanthes douglasii subsp. rosea,(Hartw. ex Benth.) C.T.Mason
"Limnanthes douglasii, R. Br. var. sulphurea Mason",Limnanthes douglasii var. sulphurea,Limnanthes douglasii subsp. sulphurea,(C.T.Mason) C.T.Mason
Limnanthus douglasii R.Br. var. sulphurea Mason,Limnanthes douglasii var. sulphurea,Limnanthes douglasii subsp. sulphurea,(C.T.Mason) C.T.Mason
Limnanthes rosea (Hartw.) C. T. Mason,Limnanthes rosea,Limnanthes douglasii subsp. rosea,(Hartw. ex Benth.) C.T.Mason
Limnocharis plumieri Rich.,Limnocharis plumieri,Limnocharis flava,(L.) Buchenau
Limnophyton obtusifolium (L.) Miq.,Limnophyton obtusifolium,Limnophyton obtusifolium,(L.) Miq.
Limonium: arborescens (Brouss.) Kuntze,Limonium,Limonium,Mill.
Limonium binervosum C.E. Salmon,Limonium binervosum,Limonium binervosum,(G.E.Sm.) C.E.Salmon
Limonium dictyocladum Kuntze,Limonium dictyocladum,Statice dictyoclada,Boiss.
Limonium duriusculum (Gir.) Fourr.,Limonium duriusculum,Limonium duriusculum,(Girard) Fourr.
Limonium fruticans Kuntze,Limonium fruticans,Limonium frutescens,"(Lem.) Erben, A.Santos & Reyes-Bet."
Limonium mucronatum (L.f.)0. Kuntze,Limonium mucronatum,Limonium mucronatum,(L.f.) Chaz.
Limonium pectinatum Kuntze V. solandra W.B.,Limonium pectinatum,Limonium pectinatum,(Aiton) Kuntze
Linanthus dianthiflorus Greene,Linanthus dianthiflorus,Linanthus dianthiflorus,(Benth.) Greene
Linanthus montanus (Greene) Greene,Linanthus montanus,Leptosiphon montanus,(Greene) J.M.Porter & L.A.Johnson
Linaria graeca Chav.,Linaria graeca,Kickxia commutata subsp. graeca,(Bory & Chaub.) R.Fern.
Linaria reticulata Desf.,Linaria reticulata,Linaria pinifolia,(Poir.) Thell.
Linaria spartioides Brouss.,Linaria spartioides,Nanorrhinum scoparium,(Brouss. ex Spreng.) Yousefi & Zarre
Linaria 'Canon Went',Linaria,Linaria,Mill.
Lindera benzoin (L.)Blume var. benzoin,Lindera,Lindera,Thunb.
Lindera rubronervia Gamb.,Lindera rubronervia,Lindera rubronervia,Gamble
Linnaea borealis L. ssp. longiflora (Torr.) Hult.,Linnaea borealis subsp. longiflora,Linnaea borealis var. longiflora,Torr.
Linum angustifolium,Linum angustifolium,Linum austriacum subsp. austriacum,
Linum californicum Benth.,Linum californicum,Linum californicum,Benth.
Linum grandiflorum Desf.,Linum grandiflorum,Linum grandiflorum,Desf.
Linum mexicanum HBK.,Linum mexicanum,Linum mexicanum,Kunth
Linum oleospermum,Linum,Linum,L.
Linum micranthum Gray,Linum micranthum,Linum micranthum,A.Gray
Lippia herrerae Moldenke,Lippia carterae,Lippia carterae,(Moldenke) G.L.Nesom
Lippia integrifolia (Griseb.) Hieron,Lippia integrifolia,Salimenaea integrifolia,(Griseb.) N.O'Leary & P.Moroni
Lippia substrigosa Turcz.,Lippia substrigosa,Lippia umbellata,Cav.
Listera convallaroides (Sw.) Torr.,Listera convallarioides,Neottia convallarioides,(Sw.) Rich.
Listera nipponica Mak.,Listera nipponica,Neottia nipponica,(Makino) Szlach.
Lithophragma bulbifera Rydb.,Lithophragma bulbiferum,Lithophragma glabrum,Nutt.
Lithops chrysocephala Nel,Lithops chrysocephala,Lithops julii,(Dinter & Schwantes) N.E.Br.
Lithops deboerii Schwantes,Lithops deboeri,Lithops villetii,L.Bolus
Lithops edithae N.E.Br.,Lithops edithae,Lithops bella,N.E.Br.
Lithops geyeri Nel,Lithops geyeri,Lithops herrei,L.Bolus
S Lithop insularis L. Bol.,Lithops insularis,Lithops bromfieldii,L.Bolus
Lithops otzeniana Nel,Lithops otzeniana,Lithops otzeniana,Nel
Lithops schwantesii var. nutupsdriftensis de Boer,Lithops,Lithops,N.E.Br.
Lithops volkii Schw.,Lithops nelii,Lithops ruschiorum,(Dinter & Schwantes) N.E.Br.
Litsea glautinosa (Lour.) C.B. Rob.,Litsea glutinosa,Litsea glutinosa,(Lour.) C.B.Rob.
Livistona decipiens Becc.,Livistona decipiens,Livistona decora,(W.Bull) Dowe
Livistonia muelleri F.M. Bailey,Livistona muelleri,Livistona muelleri,F.M.Bailey
Llagunoa glandulosa G. Don.,Llagunoa glandulosa,Llagunoa glandulosa,G.Don
Loasa triphylla Ruiz & Pav. var. rudis (Benth.) Urb. & Gilg.,Loasa triphylla var. rudis,Nasa rudis,(Benth.) R.H.Acuña & Weigend
Loasa tricolor Ker-Gawl.,Loasa tricolor,Loasa tricolor,Ker Gawl.
Loasa urens,Loasa urens,Nasa urens,(Jacq.) Weigend
"Loasa vulcanica Ed. ""ndre",Loasa vulcanica,Nasa triphylla subsp. papaverifolia,(Kunth) Weigend
Lobelia acuminata,Lobelia acuminata,Cyanea acuminata,(Gaudich.) Hillebr.
Lobelia cardinalis L. ssp. graminea (Lam.)McVaugh,Lobelia cardinalis subsp. graminea,Lobelia cardinalis,L.
Lobelia decurrens Cav.,Lobelia decurrens,Lobelia heyneana,Schult.
Lobelia gibberoa Hemsl.,Lobelia giberroa,Lobelia giberroa,Hemsl.
Lobelia gibberea Hemsl.,Lobelia giberroa,Lobelia giberroa,Hemsl.
Lobelia holstii Engl.,Lobelia holstii,Lobelia holstii,Engl.
Lobelia laxiflora HBK var. angustifolia ADC.,Lobelia laxiflora var. angustifolia,Lobelia laxiflora subsp. angustifolia,(A.DC.) Eakes & Lammers
Lobelia mildbraedii Engl.,Lobelia mildbraedii,Lobelia mildbraedii,Engl.
Lobelia neriifolia Gray,Lobelia neriifolia,Lobelia excelsa,Bonpl.
Lobelia rosea Wall.,Lobelia rosea,Lobelia rosea,Wall.
Lobelia tenera HBK.,Lobelia tenera,Lobelia tenera,Kunth
Lobivia nigna sp.,Lobivia napina,Echinopsis densispina,Werderm.
Lobivia Acanthol obivia,Acanthea,Cyathea,Sm.
Lobivia (Mediclobivia ?),Lobivia,Lobivia,Britton & Rose
Lobivia andina,Lobivia napina,Echinopsis densispina,Werderm.
Lobivia argentea Back.,Lobivia argentea,Lobivia pentlandii,(Hook.) Britton & Rose
Lobivia astranthewa (N.N.),Lobivia,Lobivia,Britton & Rose
Lobivia charazanensis Card.,Lobivia charazanensis,Lobivia maximiliana subsp. maximiliana,
Lobivia churinensis,Lobivia culpinensis,Lobivia pugionacantha subsp. haemantha,(Rausch) Guiggi
Lobivia famatimensis 'VARIEGATA',Lobivia,Lobivia,Britton & Rose
Lobivia ferox Br. &R.,Lobivia ferox,Lobivia ferox,Britton & Rose
Lobivia aff. marsoneri (Werd.) Backeb.,Lobivia,Lobivia,Britton & Rose
Lobivia nealeana Backeb.,Lobivia nealeana,Chamaecereus saltensis,(Speg.) Schlumpb.
Lobivia nigra,Lobivia,Lobivia,Britton & Rose
Lobivia nigrispina Backeb.,Lobivia nigrispina,Aylostera pygmaea,(R.E.Fr.) Mosti & Papini
Lobivia pampana Br. & R.,Lobivia pampana,Lobivia pampana,Britton & Rose
Lobivia peclardiana Krainz var. albiflora Krainz,Lobivia peclardiana var. albiflora,Lobivia tiegeliana,Wessner
Lobivia(cariquinensis Cardenas)= pentlandii (Hook) Br & R,,,
Lobivia pentlandii (Hook.) Br.&R. var. albiflora (Weidl.) H. Neum.,Lobivia,Lobivia,Britton & Rose
Lobivia pentlandii (Hook.) Br. &R. var. carminea,Lobivia,Lobivia,Britton & Rose
Lobivia (corbula (Herrera) Br &R. var. elegans) Backeb. =pentlandii (Hook) ,Lobivia,Lobivia,Britton & Rose
Lobivia pentlandii (Hook.) Br. & R. var. ochroleuca (R. Meyer) Borg,Lobivia,Lobivia,Britton & Rose
Lobivia rebutioides var. chlorogona (Wessn.) Backeb.,Lobivia rebutioides var. chlorogona,Echinopsis densispina,Werderm.
Lobivia rubescens Backeb.,Lobivia rubescens,Echinopsis marsoneri,Werderm.
Lobivia sanguiniflora Backeb.,Lobivia sanguiniflora,Echinopsis jajoana,(Backeb.) Blossf.
Lobivia schneideriana Backeb.,Lobivia schneideriana,Lobivia pentlandii,(Hook.) Britton & Rose
Lobivia schreiteri Cast.,Lobivia schreiteri,Chamaecereus schreiteri,(A.Cast.) Schlumpb.
Lobivia tegeleriana Backeb. #4 (Acantholobivia),Lobivia tegeleriana,Lobivia tegeleriana,Backeb.
X Lobiviopsis Johns.,,,
Lobularia palmensis Webb,Lobularia palmensis,Lobularia canariensis subsp. palmensis,(Webb ex Christ) L.Borgen
Lockhartia    sp. nov.,Lockhartia,Lockhartia,Hook.
Lockhartia longifolia (Lindl.) Schltr.,Lockhartia longifolia,Lockhartia longifolia,(Lindl.) Schltr.
Lodoicea maldivica Pers.,Lodoicea maldivica,Lodoicea maldivica,(J.F.Gmel.) Pers.
Loeselia mexicana (Lam.)Brand,Loeselia mexicana,Loeselia mexicana,(Lam.) Brand
Logania recurva J.M. Black,Logania recurva,Logania recurva,J.M.Black
Logania vaginalis F. Muell,Logania vaginalis,Logania vaginalis,(Labill.) F.Muell.
Lomariopsis warneckei (Hieron.) Alston,Lomariopsis warneckei,Lomariopsis warneckei,(Hieron.) Alston
Lomatia silaifolia (Sm.)R.Br.,Lomatia silaifolia,Lomatia silaifolia,(Sm.) R.Br.
Lomatium utriculatum (Nutt.) Coult. & Rose,Lomatium utriculatum,Lomatium utriculatum,(Nutt.) J.M.Coult. & Rose
Lonicera hildebrandiana Coll. & Hemsl.,Lonicera hildebrandtiana,Lonicera hildebrandtiana,Collett & Hemsl.
Lonicera mupinensis Rehd.,Lonicera mupinensis,Lonicera webbiana,Wall. ex DC.
Lonicera quinquelocularis Hardwick,Lonicera quinquelocularis,Lonicera quinquelocularis,Hardw.
Lonicera stephanocarpa Franch.,Lonicera stephanocarpa,Lonicera stephanocarpa,Franch.
Lopezia coronata Anar.,Lopezia coronata,Lopezia racemosa subsp. racemosa,
Lopezia langmanae Miranda,Lopezia langmaniae,Lopezia langmaniae,Miranda
Lopezia miniata DC.,Lopezia miniata,Lopezia miniata,DC.
Lopezia trichota Schlecht.,Lopezia trichota,Lopezia trichota,Schltdl.
Lophiola aurea Ker-Gawl,Lophiola aurea,Lophiola aurea,Ker Gawl.
Lophomyrtus bullata (Sol.ex A. Cunn.) Burret,Lophomyrtus bullata,Lophomyrtus bullata,Burret
Lophophora lewinii (Hennings) Thompson,Lophophora lewinii,Lophophora williamsii,(Lem. ex J.F.Cels) J.M.Coult.
Loranthus elegans,Loranthus elegans,Struthanthus elegans,Mart.
Lotus Pinnatus Hook.,Lotus,Lotus,L.
Lotus hillebrandii Christ,Lotus hillebrandii,Lotus campylocladus subsp. hillebrandii,(Christ) Sandral & D.D.Sokoloff
Lotus humistratus Green,Lotus humistratus,Acmispon brachycarpus,(Benth.) D.D.Sokoloff
Lotus oblongifolius Greene var. torreyi Ottley,Lotus oblongifolius var. torreyi,Hosackia oblongifolia,Benth.
Lotus spartioides Webb & Berth.,Lotus spartioides,Lotus spartioides,Webb & Berthel.
Loudonia aurea Lindl.,Loudonia aurea,Glischrocaryon aureum,(Lindl.) Orchard
Loudonia roei Schl.,Loudonia roei,Glischrocaryon roei,Endl.
Louteridium tamaulipense A. Richardson,Louteridium tamaulipense,Louteridium tamaulipense,A.T.Richardson
Lucilia frigida Reiche Gnaphalium nivale Tenore,Lucilia frigida,Belloa chilensis,J.Rémy
Luculia (hybrid cv.),Luculia,Luculia,Sweet
Ludwigia palustris (L.) Ell. var. americana (DC.)Fern & Griscom,Ludwigia palustris var. americana,Ludwigia palustris,(L.) Elliott
"Ludwigia peruviana (L.) Hara det. P. A. Munz, 1965",Ludwigia peruviana,Ludwigia peruviana,(L.) H.Hara
Luehea grandiflora,Luehea grandiflora,Luehea grandiflora,Mart.
Luina nardosmia (Gray) Cronq.,Luina nardosmia,Cacaliopsis nardosmia,(A.Gray) A.Gray
"Luisia megasepala Hayata det. Sir Geo. Taylor, Dir., Kew Gdns. I-68",Luisia megasepala,Luisia megasepala,Hayata
Lupinus ? mutabilis Sweet hornemannii agard,Speea,Miersia,Lindl.
Lupinus lepidus Dougl. ? var. torreyi (Gray) Jepson,Lupinus lepidus var. torreyi,Lupinus sellulus subsp. sellulus,
Lupinus odoratus Heller,Lupinus odoratus,Lupinus nanus,Douglas ex Benth.
Lupinus ornatus Newberry,Lupinus ornatus,Lupinus sericeus subsp. sericeus,
Lupinus pachylobus Greene,Lupinus pachylobus,Lupinus pachylobus,Greene
Lupinus peirsonii Mason,Lupinus peirsonii,Lupinus peirsonii,H.Mason
Lupinus richardianus,Lupinus richardianus,Lupinus richardianus,C.P.Sm.
Lupinus tidestromii Greene var. layneae (Eastw.)Munz,Lupinus tidestromii var. layneae,Lupinus tidestromii var. layneae,(Eastw.) Munz
Lupinus Sp. truncatus Nutt. ex H.& & A.,Lupinus,Lupinus,L.
Luzula canariensis Poir,Luzula canariensis,Luzula canariensis,Poir.
Luzula comosa E. Mey.,Luzula comosa,Luzula comosa,E.Mey.
Luzuriaga parviflora (Hook. f.) Kunth,Luzuriaga parviflora,Luzuriaga parviflora,(Hook.f.) Kunth
Lycaste barringtoniae (J.E. Sm.)Ldl.,Lycaste barringtoniae,Ida barringtoniae,(Sm.) A.Ryan & Oakeley
Lycaste cochleata Lindl. ex Paxt.,Lycaste cochleata,Lycaste cochleata,Lindl.
Lycaste crinita Lindl.,Lycaste crinita,Lycaste crinita,Lindl.
Lycaste denningiana Reichb.f.,Lycaste denningiana,Ida cinnabarina,(Lindl.) A.Ryan & Oakeley
Lycaste dowiana Endres & Rchb. f.,Lycaste dowiana,Lycaste dowiana,Endrés ex Rchb.f.
Lycaste dyeriana Sander. ex Rolfe.,Lycaste dyeriana,Ida dyeriana,(Sander ex Mast.) Oakeley
Lycaste gigantea Lindley,Lycaste gigantea,Ida gigantea,(Lindl.) A.Ryan & Oakeley
Lycaste leucantha Kl. ex Rchb.f.,Lycaste leucantha,Lycaste leucantha,(Klotzsch) Lindl.
Lycaste locusta Reichb. f.,Lycaste locusta,Ida locusta,(Rchb.f.) A.Ryan & Oakeley
Lycaste longiscapa Hort. ex Gard.,Lycaste longiscapa,Ida costata,(Lindl.) A.Ryan & Oakeley
Lycaste longisepala Schweinfurth,Lycaste longisepala,Lycaste schilleriana,Rchb.f.
Lycaste macrophylla (P.&E.) Lindl. var. desboidiana Cogn.,Lycaste macrophylla var. desboisiana,Lycaste puntarenasensis,(Fowlie) Oakeley
Lycaste powellii Schltr.,Lycaste powellii,Lycaste powellii,Schltr.
Lycaste schilleriana Reichb. f.,Lycaste schilleriana,Lycaste schilleriana,Rchb.f.
Lycaste virginalis (Scheidw.) Linden,Lycaste virginalis,Lycaste virginalis,(Scheidw.) Linden
Lycaste xytriophora Reichb. f.,Lycaste xytriophora,Lycaste xytriophora,Linden & Rchb.f.
Lychnis vulgaris Bernh.,Lychnis,Silene,L.
? Lycium socotranum,Lycium sokotranum,Lycium sokotranum,R.Wagner & Vierh.
Lycoparsicum,Lycopersicon,Solanum,L.
Lycopersicum hirsutum H. &B.,Lycopersicon hirsutum,Solanum habrochaites,S.Knapp & D.M.Spooner
Lycopodium complanatum L.,Lycopodium complanatum,Lycopodium complanatum,L.
Lycopodium taxifolium L.,Lycopodium taxifolium,Huperzia taxifolia,(Sw.) Trevis.
Lyonothamnus floribundus Gray var. asplenifolius (Greene) Bdg.,Lyonothamnus floribundus var. aspleniifolius,Lyonothamnus floribundus,A.Gray
Lyenothamnus floribundus Gray var. asplenifloius (Greene)Bdg.,Lyonothamnus floribundus var. aspleniifolius,Lyonothamnus floribundus,A.Gray
Lysiloma watsoni Rose,Lysiloma watsonii,Lysiloma watsonii,Rose
Lytanthus salicinus (Lem.) Wettst.,Lytanthus salicinus,Globularia salicina,Lam.
Maba sandwicensis A.DC. var. pubescens Skotsb.,Maba sandwicensis var. pubescens,Diospyros sandwicensis,(A.DC.) Fosberg
Maba warneckei Gurke.,Maba warneckei,Diospyros abyssinica subsp. abyssinica,
Macadamia ternifolia F. Muell.,Macadamia ternifolia,Macadamia ternifolia,F.Muell.
Macgregoria racemigera F. Muell.,Macgregoria racemigera,Macgregoria racemigera,F.Muell.
[Lemairocereus] Machaerocereus eruca (Brandeg. )Br. + R.,Machaerocereus eruca,Stenocereus eruca,(Brandegee) A.C.Gibson & K.E.Horak
Macromeria discolor Benth.,Macromeria discolor,Lithospermum flavum,Sessé & Moc.
Macropidia fuliginosa Druce,Macropidia fuliginosa,Macropidia fuliginosa,(Hook.) Druce
Macrosiphonia hesperia I.M. Johnston,Macrosiphonia hesperia,Mandevilla hesperia,"(I.M.Johnst.) A.O.Simões, Kin.-Gouv. & M.E.Endress"
Maerua juncea Pax,Maerua juncea,Maerua juncea,Pax
Magnolia campbellii Hook. f.& Thoms. CV. 'STRYBING WHITE',Magnolia,Magnolia,Plum. ex L.
Magnolia sargentiana var. robusta,Magnolia sargentiana var. robusta,Magnolia sargentiana,Rehder & E.H.Wilson
Magnodia veitchii,Magnolia × veitchii,Magnolia × veitchii,Bean
Magydaris pastinacea Paol.,Magydaris pastinacea,Magydaris pastinacea,(Lam.) Paol.
Maihuenia albolanata Ritt.,Maihuenia albolanata,Maihuenia patagonica,(Phil.) Britton & Rose
Majorana hortensis Moench,Majorana hortensis,Origanum majorana,L.
Màlacothamnus densiflorus (Wats.) Greene,Malacothamnus,Malacothamnus,Greene
Malacothrix californica DC.,Malacothrix californica,Malacothrix californica,DC.
Malacothrix californica var. glabrata Gray,Malacothrix californica var. glabrata,Malacothrix californica,DC.
Malacothrix saxatilis var. tenuifolia,Malacothrix saxatilis var. tenuifolia,Malacothrix saxatilis var. tenuifolia,(Nutt.) A.Gray
Malpighia,Malpighia,Malpighia,Plum. ex L.
